======================================================================

Annotating SDF timing data:
  Compiled SDF file:     convolution_analysis_view_0p90v_25c_captyp_nominal.sdf.X
  Log file:              ./sdf_log.log
  Backannotation scope:  :dut
  Configuration file:    
  MTM control:           MAXIMUM
  Scale factors:         1:1:1
  Scale type:            FROM_MAXIMUM

Time units: 1ps

xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[0].ireg .\Q_reg[4]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 39739>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[0].ireg .\Q_reg[7]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 39760>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[0].ireg .\Q_reg[0]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 39781>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[1].ireg .\Q_reg[5]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 39812>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[1].ireg .\Q_reg[3]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 39833>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[1].ireg .\Q_reg[19]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 39854>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[1].ireg .\Q_reg[18]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 39875>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[1].ireg .\Q_reg[17]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 39896>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[1].ireg .\Q_reg[16]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 39917>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[1].ireg .\Q_reg[15]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 39938>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[1].ireg .\Q_reg[10]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 39959>.
